orth,phon,type,Sim 1,,Sim 2 (raw),Sim 2 (sqrt),Sim 3 (RT)
tongue,/t^N/,STR,0.070226,0.043670,0.053724,1.9,
too,/tU/,#,0.001929,0.000064,0.000984,1.58,
took,/tuk/,#,0.026875,0.001377,0.008475,1.68,
tool,/tUl/,#,0.003961,0.001209,0.012289,1.67,
toot,/tUt/,#,0.054010,0.140454,0.009621,1.96,
tooth,/tUT/,EXPT,0.010160,0.002046,0.009487,1.7,
top,/tap/,#,0.020831,0.001548,0.004413,1.72,
torch,/tOrC/,#,0.119772,0.157354,0.033180,1.82,
tore,/tOr/,#,0.000765,0.001562,0.000648,1.65,
torn,/tOrn/,#,0.009287,0.003359,0.003026,1.51,
torque,/tOrk/,LSTR,0.024785,0.044576,0.032636,1.77,
toss,/tos/,#,0.007296,0.032802,0.035486,1.74,
tot,/tat/,#,0.038173,0.011851,0.064265,1.94,
tote,/tOt/,#,0.002412,0.007145,0.041015,1.75,
touch,/t^C/,LFE,0.084162,0.023380,0.042721,1.92,
tough,/t^f/,#,0.229742,0.046811,0.119210,1.91,
tour,/tUr/,EXPT,0.165723,0.042433,0.053298,1.82,
tout,/tWt/,#,0.041815,0.062614,0.090016,1.64,
tow,/tO/,#,0.554370,0.955134,0.258674,1.96,
town,/tWn/,#,0.122073,0.011124,0.050768,1.73,
toy,/tY/,#,0.027705,0.069933,0.030891,1.81,
trace,/trAs/,#,0.039040,0.010619,0.018187,1.81,
track,/tr@k/,#,0.002481,0.002680,0.001548,1.57,
tract,/tr@kt/,#,0.015796,0.004805,0.032656,1.65,
trade,/trAd/,#,0.025812,0.002145,0.005351,1.82,
trail,/trAl/,#,0.012377,0.002706,0.012747,1.54,
train,/trAn/,#,0.002688,0.000504,0.001084,1.56,
trait,/trAt/,#,0.001447,0.000928,0.000505,1.62,
tramp,/tr@mp/,#,0.003065,0.014263,0.002722,1.47,
trance,/tr@ns/,#,0.051748,0.122471,0.114240,1.68,
trap,/tr@p/,CON,0.006072,0.002939,0.008238,1.6,
trash,/tr@S/,#,0.039589,0.017876,0.009333,1.55,
tray,/trA/,#,0.002255,0.001365,0.000269,1.58,
tread,/tred/,#,0.130372,0.101232,0.093902,1.98,
treat,/trEt/,RI,0.104049,0.007109,0.069831,1.7,
tree,/trE/,#,0.003479,0.000908,0.000591,1.56,
trench,/trenC/,#,0.050703,0.006620,0.009546,1.92,
trend,/trend/,#,0.002151,0.000261,0.001622,1.52,
trial,/trIl/,#,0.048095,0.005459,0.019545,1.65,
tribe,/trIb/,#,0.063444,0.028739,0.022756,1.76,
trick,/trik/,#,0.010166,0.003768,0.001394,1.68,
tried,/trId/,#,0.019880,0.006163,0.003928,1.62,
trig,/trig/,#,0.027773,0.011129,0.004399,1.87,
trill,/tril/,#,0.000324,0.001246,0.003328,1.62,
trim,/trim/,#,0.010898,0.003107,0.032697,1.64,
trip,/trip/,#,0.001373,0.000660,0.006169,1.66,
tripe,/trIp/,#,0.028918,0.001810,0.005141,1.63,
trite,/trIt/,#,0.004681,0.003573,0.004399,1.67,
troll,/trOl/,#,0.023662,0.010504,0.019419,1.66,
troop,/trUp/,#,0.001275,0.003305,0.001825,1.64,
trot,/trat/,#,0.069075,0.084208,0.065138,1.81,
trough,/trof/,#,0.481098,0.374685,0.418909,4.09,
troup,/trUp/,#,0.005944,0.029491,0.025703,1.87,
troupe,/trUp/,#,0.022164,0.023101,0.007874,1.74,
trout,/trWt/,#,0.029141,0.070627,0.074582,1.78,
truce,/trUs/,#,0.009524,0.007987,0.008956,1.74,
truck,/tr^k/,CON,0.006277,0.003986,0.002774,1.61,
true,/trU/,#,0.000744,0.000868,0.003295,1.61,
trump,/tr^mp/,#,0.014887,0.009369,0.020607,1.57,
trunk,/tr^Nk/,LEC,0.017583,0.005172,0.004043,1.61,
trust,/tr^st/,#,0.017944,0.001580,0.000493,1.63,
truth,/trUT/,HSTR,0.059506,0.007470,0.016635,1.76,
try,/trI/,#,0.004483,0.000412,0.001187,1.7,
tryst,/trist/,LSTR,0.057803,0.094160,0.014250,1.91,
tsar,/zar/,STR,0.688878,5.289781,0.527175,2.09,
tub,/t^b/,#,0.052066,0.016843,0.011394,1.63,
tube,/tUb/,#,0.045006,0.018863,0.025546,1.78,
tuck,/t^k/,#,0.000699,0.001783,0.000459,1.61,
tug,/t^g/,#,0.028175,0.020613,0.006901,1.75,
tune,/tUn/,#,0.036291,0.020631,0.032699,1.68,
turf,/turf/,#,0.006785,0.003989,0.009119,1.71,
turn,/turn/,#,0.007152,0.001949,0.002638,1.59,
tusk,/t^sk/,#,0.013356,0.007766,0.017079,1.64,
twain,/twAn/,#,0.006165,0.000407,0.002316,1.53,
tweed,/twEd/,#,0.007240,0.009807,0.008518,1.71,
tweet,/twEt/,#,0.001905,0.004628,0.016766,1.59,
twelfth,/twelfT/,#,0.053054,0.111571,0.027986,1.78,
twelve,/twelv/,#,0.026015,0.012187,0.012365,1.76,
twice,/twIs/,#,0.006329,0.011298,0.008774,1.73,
twin,/twin/,#,0.046310,0.062857,0.010091,1.61,
twine,/twIn/,#,0.010432,0.011148,0.004545,1.63,
twinge,/twinj/,#,0.164688,0.349982,0.137978,2.15,
twist,/twist/,#,0.006780,0.004857,0.014006,1.68,
twitch,/twiC/,#,0.032978,0.041215,0.017845,1.79,
two,/tU/,#,0.040707,0.001344,0.007453,1.65,
tyme,/tIm/,#,0.003372,0.000426,0.000653,1.58,
type,/tIp/,HSTRUNQ,0.005117,0.001507,0.002665,1.55,
ump,/^mp/,#,0.001789,0.002544,0.014448,1.77,
urge,/urj/,#,0.016495,0.026270,0.010538,1.79,
urn,/urn/,#,0.003107,0.006540,0.013265,1.82,
use,/yUs/,#,0.134544,0.006394,0.034380,1.8,
vail,/vAl/,#,0.005278,0.010644,0.000933,1.57,
vain,/vAn/,REG,0.006859,0.003852,0.002104,1.5,
vale,/vAl/,#,0.033517,0.042673,0.006417,1.86,
valve,/v@lv/,#,0.069364,0.223264,0.065056,2.08,
vamp,/v@mp/,#,0.044931,0.067083,0.013844,1.69,
van,/v@n/,#,0.006899,0.002784,0.004639,1.58,
vase,/vAs/,EXPT,0.059333,0.005963,0.043514,1.8,
vast,/v@st/,#,0.009583,0.003777,0.008466,1.68,
vault,/volt/,#,0.012655,0.013971,0.018932,1.61,
veal,/vEl/,#,0.071327,0.044419,0.040673,1.91,
veer,/vEr/,#,0.025157,0.027491,0.034306,1.77,
veil,/vAl/,UNQ,0.018484,0.021377,0.023895,1.76,
vein,/vAn/,#,0.026227,0.004612,0.012427,1.69,
veldt,/velt/,#,0.078182,0.213847,0.078770,1.76,
vend,/vend/,#,0.005277,0.172012,0.047927,1.72,
vent,/vent/,CON,0.005773,0.005537,0.009999,1.64,
verb,/vurb/,#,0.021109,0.104640,0.023465,1.75,
verge,/vurj/,#,0.015326,0.031864,0.058768,1.85,
verse,/vurs/,#,0.006469,0.009477,0.006463,1.86,
verve,/vurv/,#,0.018858,0.008232,0.017012,1.85,
vest,/vest/,#,0.021307,0.005924,0.006613,1.67,
vet,/vet/,#,0.007637,0.001565,0.001436,1.65,
vex,/veks/,#,0.032002,0.035425,0.018269,1.96,
vice,/vIs/,#,0.012775,0.012351,0.016071,1.87,
vie,/vI/,#,0.187086,0.074343,0.038432,1.96,
view,/vyU/,HSTR,0.027694,0.004573,0.014353,1.81,
vile,/vIl/,#,0.007050,0.002000,0.005101,1.87,
vine,/vIn/,#,0.014547,0.026057,0.013559,1.76,
vise,/vIs/,#,0.054848,0.013636,0.034445,2,
voice,/vYs/,#,0.015543,0.002042,0.006856,1.8,
void,/vYd/,#,0.052161,0.075325,0.048918,1.83,
volt,/vOlt/,#,0.061776,0.031648,0.007341,1.92,
vote,/vOt/,#,0.013058,0.008780,0.011211,1.86,
vouch,/vWC/,#,0.160640,0.019664,0.004822,1.97,
vow,/vW/,#,0.025276,0.010293,0.031892,1.92,
vue,/vyU/,#,0.001707,0.006649,0.007430,1.67,
wad,/wad/,LFE,0.287117,1.412614,0.165729,2.88,
wade,/wAd/,#,0.018257,0.001408,0.026485,1.75,
wag,/w@g/,#,0.319848,0.484647,0.155339,2.49,
wage,/wAj/,#,0.007024,0.003717,0.006618,1.69,
wail,/wAl/,#,0.002093,0.000063,0.001284,1.48,
waist,/wAst/,UNQ,0.024769,0.024037,0.005660,1.62,
wait,/wAt/,#,0.000384,0.000181,0.000541,1.46,
waive,/wAv/,#,0.002949,0.006902,0.008412,1.6,
wake,/wAk/,LEC,0.003630,0.002644,0.000644,1.64,
walk,/wok/,#,0.013943,0.008832,0.010421,1.6,
wall,/wol/,#,0.002735,0.000377,0.001055,1.63,
waltz,/wolts/,#,0.268300,0.667507,0.094276,2.03,
wan,/wan/,EXC,0.295129,0.069976,0.020152,1.9,
wand,/wand/,LFE,0.164398,0.197683,0.061803,1.96,
wane,/wAn/,#,0.034339,0.067522,0.000523,1.6,
want,/want/,HFE,0.032394,0.001930,0.012865,1.61,
war,/wOr/,#,0.008464,0.001412,0.005955,1.53,
ward,/wOrd/,#,0.071613,0.008357,0.024298,1.63,
ware,/wAr/,#,0.230638,0.379449,0.058484,2.8,
warm,/wOrm/,#,0.022667,0.002006,0.005191,1.49,
warmth,/wOrmT/,#,0.028264,0.022748,0.024873,1.72,
warn,/wOrn/,#,0.016124,0.065908,0.040669,1.55,
warp,/wOrp/,#,0.099980,0.244323,0.061160,2.22,
wart,/wOrt/,#,0.038634,0.010505,0.004228,1.58,
was,/w^z/,#,0.048210,0.000247,0.007671,1.59,
wash,/woS/,LFE,0.055530,0.029613,0.033888,1.77,
wasp,/wasp/,#,0.189686,0.369521,0.277093,2.93,
waste,/wAst/,#,0.013871,0.021596,0.020250,1.76,
watch,/waC/,HFEEXPT,0.017090,0.003670,0.004929,1.79,
watt,/wat/,#,0.112132,0.063034,0.008208,1.73,
wave,/wAv/,#,0.009441,0.006095,0.006489,1.7,
wax,/w@ks/,LEC,0.014995,0.027845,0.021553,1.77,
way,/wA/,#,0.002794,0.000118,0.002370,1.55,
ways,/wAz/,#,0.011364,0.000250,0.001000,1.59,
weak,/wEk/,#,0.029894,0.009577,0.003848,1.59,
wealth,/welT/,#,0.040636,0.009261,0.013763,1.7,
wean,/wEn/,#,0.415168,0.154590,0.062279,1.66,
wear,/wAr/,#,0.152140,0.027078,0.117979,1.7,
weave,/wEv/,#,0.007984,0.027334,0.033823,1.73,
web,/web/,#,0.030724,0.019453,0.032204,1.81,
wed,/wed/,#,0.000588,0.000028,0.001282,1.46,
wedge,/wej/,CON,0.007764,0.037511,0.041457,1.63,
wee,/wE/,#,0.000562,0.009187,0.000176,1.57,
weed,/wEd/,REG,0.000292,0.008393,0.000256,1.63,
week,/wEk/,HEC,0.004690,0.000201,0.000335,1.58,
weep,/wEp/,#,0.000845,0.001608,0.001796,1.55,
weigh,/wA/,#,0.016055,0.000856,0.006742,1.72,
weight,/wAt/,#,0.019387,0.001437,0.009833,1.55,
weird,/wErd/,STR,0.087433,0.047832,0.033920,1.93,
welch,/welC/,#,0.051132,0.016408,0.021772,1.79,
weld,/weld/,LEC,0.001910,0.040555,0.000572,1.47,
well,/wel/,#,0.006894,0.000041,0.000749,1.5,
welt,/welt/,#,0.011972,0.000543,0.000371,1.6,
went,/went/,#,0.004256,0.000658,0.000270,1.48,
wept,/wept/,#,0.001067,0.001383,0.001067,1.55,
were,/wur/,HFE,0.019112,0.000232,0.005347,1.81,
west,/west/,#,0.007978,0.002710,0.004304,1.5,
wet,/wet/,#,0.002128,0.000086,0.000189,1.48,
whack,/w@k/,#,0.075399,0.130899,0.054857,1.69,
wharf,/wOrf/,#,0.063943,0.045845,0.028243,1.76,
what,/w^t/,HFE,0.028781,0.000639,0.005955,1.62,
wheat,/wEt/,#,0.061116,0.068261,0.049282,1.64,
wheel,/wEl/,#,0.009738,0.004970,0.000753,1.5,
whelp,/welp/,#,0.109475,0.003412,0.032038,1.64,
when,/wen/,HEC,0.014227,0.000187,0.000859,1.59,
whence,/wens/,#,0.014347,0.025049,0.002864,1.63,
where,/wAr/,#,0.059225,0.001234,0.011531,1.73,
which,/wiC/,HEC,0.011338,0.000305,0.001703,1.7,
whiff,/wif/,#,0.005388,0.005613,0.000945,1.69,
whig,/wig/,#,0.058759,0.054599,0.057637,1.87,
whil,/wil/,#,0.147782,0.139199,0.077561,1.59,
while,/wIl/,#,0.006655,0.000727,0.006198,1.72,
whim,/wim/,REG,0.026563,0.040613,0.018110,1.86,
whine,/wIn/,#,0.017855,0.043170,0.003106,1.62,
whip,/wip/,#,0.003352,0.010316,0.003616,1.59,
whir,/wur/,#,0.181060,0.120117,0.062926,1.72,
whirl,/wurl/,#,0.004442,0.023709,0.016184,1.68,
whit,/wit/,#,0.016235,0.000273,0.002622,1.58,
white,/wIt/,#,0.020465,0.000901,0.003153,1.64,
whiz,/wiz/,#,0.025226,0.049254,0.022169,1.81,
who,/hU/,#,0.022785,0.000946,0.005393,1.59,
whole,/hOl/,#,0.029350,0.005187,0.010381,1.69,
whom,/hUm/,#,0.073436,0.004230,0.025852,1.6,
whoop,/wUp/,#,0.080498,0.047718,0.066596,1.48,
whoosh,/wUS/,#,0.183483,0.140738,0.111241,1.92,
whore,/hOr/,#,0.514715,0.140829,0.190640,2,
whorl,/wOrl/,#,0.584528,0.525893,0.176936,1.77,
whose,/hUz/,#,0.036401,0.004317,0.019737,1.67,
why,/wI/,#,0.021687,0.001244,0.006510,1.56,
wick,/wik/,#,0.000981,0.000119,0.001388,1.68,
wide,/wId/,#,0.006474,0.000445,0.001001,1.62,
width,/widT/,#,0.040406,0.002590,0.015865,1.89,
wield,/wEld/,#,0.126535,0.391484,0.058075,1.82,
wife,/wIf/,#,0.013115,0.000755,0.004937,1.73,
wig,/wig/,#,0.010625,0.004024,0.014269,1.72,
wild,/wIld/,#,0.092697,0.023839,0.026945,1.62,
will,/wil/,HEC,0.004333,0.000041,0.000271,1.55,
wilt,/wilt/,#,0.046696,0.006586,0.001672,1.69,
win,/win/,#,0.010639,0.000440,0.000976,1.58,
wind,/wInd/,homg,1.310271,1.254401,1.358860,2.68,
*wind,/wind/,homg,1.468300,1.548375,1.421987,2.68,
wine,/wIn/,#,0.026938,0.008645,0.003103,1.59,
wing,/wiN/,LEC,0.007335,0.001904,0.002484,1.64,
wink,/wiNk/,#,0.006615,0.002000,0.006619,1.49,
wipe,/wIp/,#,0.003548,0.020185,0.024681,1.63,
wire,/wIr/,#,0.030094,0.013267,0.039844,1.64,
wise,/wIz/,#,0.039394,0.008423,0.008263,1.7,
wish,/wiS/,#,0.009352,0.005083,0.011260,1.63,
wisp,/wisp/,#,0.046581,0.022021,0.048811,1.69,
wit,/wit/,LEC,0.001819,0.000250,0.001376,1.54,
witch,/wiC/,#,0.004331,0.000819,0.000925,1.8,
with,/wiT/,HEC,0.010180,0.000096,0.001656,1.7,
woe,/wO/,#,0.054816,0.096759,0.012542,1.67,
woke,/wOk/,#,0.022259,0.034858,0.017233,1.58,
wolf,/wulf/,#,0.075295,0.105541,0.069938,2.23,
womb,/wUm/,#,0.228791,0.134708,0.259540,1.99,
won,/w^n/,#,0.049166,0.015776,0.047928,1.65,
wont,/wOnt/,#,0.526518,0.586593,0.290520,2.27,
woo,/wU/,#,0.083874,0.000230,0.057370,1.6,
wood,/wud/,#,0.063005,0.008915,0.020293,1.66,
wool,/wul/,LFE,0.130479,0.065508,0.056704,1.91,
word,/wurd/,HFE,0.052621,0.003758,0.021132,1.58,
wore,/wOr/,#,0.038650,0.002168,0.031585,1.64,
work,/wurk/,HFE,0.021480,0.000571,0.005509,1.56,
world,/wurld/,#,0.035848,0.001228,0.007891,1.66,
worm,/wurm/,LFE,0.107562,0.127023,0.101139,1.69,
worn,/wOrn/,#,0.009648,0.006251,0.003582,1.55,
worse,/wurs/,#,0.100981,0.019895,0.050795,1.7,
worst,/wurst/,#,0.023576,0.007070,0.024069,1.69,
worth,/wurT/,LSTR,0.045292,0.010124,0.012843,1.79,
would,/wud/,#,0.044731,0.000519,0.005782,1.64,
*wound,/wUnd/,homg,1.444198,1.448448,1.475583,4.02,
wound,/wWnd/,homg,1.341201,1.337069,1.329664,4.02,
wove,/wOv/,#,0.120253,0.094417,0.048457,1.79,
wow,/wW/,#,0.388577,0.321097,0.117434,2.58,
wrack,/r@k/,#,0.012845,0.016122,0.013374,1.67,
wrap,/r@p/,#,0.123164,0.149105,0.094136,2.09,
wrath,/r@T/,#,0.054870,0.040582,0.079882,2.04,
wreak,/rEk/,#,0.129050,0.080308,0.046818,1.68,
wreath,/rET/,#,0.142386,0.110442,0.045375,1.95,
wreck,/rek/,#,0.006430,0.035491,0.016056,1.65,
wren,/ren/,#,0.068189,0.005701,0.009334,1.59,
wrest,/rest/,#,0.015423,0.037741,0.004428,1.56,
wretch,/reC/,#,0.003573,0.041090,0.012926,1.74,
wring,/riN/,#,0.028204,0.044609,0.005794,1.73,
wrist,/rist/,#,0.040480,0.004386,0.011546,1.73,
writ,/rit/,#,0.024839,0.002175,0.004403,1.66,
write,/rIt/,HEC,0.009374,0.004291,0.010918,1.76,
writhe,/rID/,#,0.147812,0.341091,0.125346,2.1,
wrong,/roN/,#,0.014422,0.006708,0.014326,1.76,
wrote,/rOt/,#,0.007829,0.002236,0.004666,1.64,
wrought,/rot/,#,0.111238,0.118652,0.085922,2.2,
wry,/rI/,#,0.010574,0.010633,0.007215,1.73,
yacht,/yat/,#,0.225658,0.397252,0.236577,2.42,
yak,/y@k/,#,0.003006,0.086698,0.006422,1.86,
yam,/y@m/,#,0.025752,0.125238,0.023270,1.53,
yang,/y@N/,#,0.005554,0.007443,0.009713,1.71,
yank,/y@Nk/,#,0.023530,0.016303,0.005478,1.53,
yard,/yard/,#,0.052057,0.002111,0.012861,1.68,
yarn,/yarn/,#,0.071677,0.023577,0.007839,1.68,
yaw,/yo/,#,0.008224,0.039499,0.015756,1.62,
yawl,/yol/,#,0.004256,0.006761,0.002042,1.58,
yawn,/yon/,#,0.021704,0.053398,0.029849,1.77,
yea,/yA/,#,0.718352,0.646977,0.246605,1.88,
yeah,/y@/,#,0.108889,13.816113,0.100703,1.95,
year,/yEr/,#,0.107188,0.003563,0.009739,1.76,
yearn,/yurn/,#,0.100327,0.159722,0.053157,2.26,
yeast,/yEst/,#,0.116372,0.103296,0.089946,2.06,
yell,/yel/,#,0.002392,0.016503,0.005906,1.64,
yelp,/yelp/,LSTR,0.011642,0.048351,0.018633,1.74,
yen,/yen/,#,0.038179,0.002145,0.023204,1.6,
yes,/yes/,#,0.024444,0.005093,0.009694,1.62,
yet,/yet/,#,0.003889,0.000272,0.004300,1.62,
yield,/yEld/,#,0.057109,0.018306,0.016414,1.81,
yoke,/yOk/,#,0.035108,0.000505,0.011148,1.67,
yolk,/yOk/,#,0.040264,0.128966,0.038084,1.91,
yon,/yan/,#,0.072161,0.352370,0.104265,1.97,
yore,/yOr/,#,0.000981,0.000644,0.000575,1.66,
york,/yOrk/,#,0.005740,0.001790,0.010979,1.6,
you,/yU/,#,0.014160,0.000115,0.001825,1.61,
young,/y^N/,HSTR,0.028208,0.001761,0.016155,1.84,
your,/yOr/,#,0.024476,0.000318,0.002525,1.66,
youth,/yUT/,#,0.037124,0.004778,0.011062,1.84,
zeal,/zEl/,#,0.024750,0.050046,0.029480,1.81,
zen,/zen/,#,0.081404,0.019201,0.031997,1.84,
zest,/zest/,#,0.072151,0.031748,0.057624,1.88,
zinc,/ziNk/,#,0.083819,0.057633,0.085139,1.85,
zing,/ziN/,#,0.014927,0.017132,0.025275,1.7,
zip,/zip/,#,0.020054,0.105652,0.021871,1.84,
zit,/zit/,#,0.158152,0.377225,0.099712,2.01,
zone,/zOn/,#,0.090020,0.043019,0.025167,1.83,
zoo,/zU/,#,0.022123,0.019809,0.016593,1.89,
zounds,/zWnz/,#,0.210467,0.263150,0.097792,2.08,
